"","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"584",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,594,229,2014,67.2,62.2,1020.2,10,7.8,999.9,75,57,0.01,0,0,0.328125
"586",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,596,231,2014,67.9,57.7,1009.6,9.8,7.8,20,73.9,61,0,0,0,0.560267857142857
"587",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,597,232,2014,69.1,65.6,1020.7,9.4,9,18.1,73.9,64,0,0,0,0.337053571428571
"588",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,598,233,2014,63.9,60,1017.7,7.9,7.9,19,73,57.9,0.01,0,1,0.5
"589",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,599,234,2014,66.3,57.6,1014.9,10,7.4,999.9,77,59,0.19,0,0,0.573660714285714
"590",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,235,2014,66.8,59.2,1012.2,10,8.8,20,72,61,0.01,0,0,0.397321428571429
"591",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,601,236,2014,67.8,60.8,1008.1,9.1,9.7,15.9,72,63,0.02,0,0,0.627232142857143
"592",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,602,237,2014,64.3,60,1022.8,8.8,6.5,19,73.9,59,0.56,0,0,0.4375
"593",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,603,238,2014,69.3,60.6,1011.1,9.2,6.3,21,77,60.1,0,0,0,0.537946428571429
"594",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,604,239,2014,63.9,56.8,1019.4,10,9,22,73,55,0.01,0,0,0.207589285714286
"595",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,605,240,2014,65.6,60.1,1017.9,9.8,10.8,22.9,73,57.9,0.02,0,0,0.245535714285714
"596",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,606,241,2014,67.2,53.4,1018.9,10,10.8,22,78.1,59,0.03,0,0,0.640625
"597",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,607,242,2014,71,62.4,1009.4,6.8,8.8,27,78.1,59,0.01,0,1,0.611607142857143
"598",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,608,243,2014,66.6,63.5,1013,8.4,15.5,28,75,60.1,0.39,0,0,0.508928571428571
"599",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,609,244,2014,57.5,47.6,1022,10,3.6,999.9,66,46.9,0,0,0,0.59375
"600",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,610,245,2014,61.2,50.8,1017,10,6.5,999.9,66.9,46.9,0,0,0,0.600446428571429
"601",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,611,246,2014,71.1,69.4,1013.1,1.7,6.8,999.9,77,68,0.01,0,1,0.794642857142857
"602",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,612,247,2014,63.5,55.3,1020.7,9.9,6.2,999.9,75.9,53.1,0.01,0,0,0.571428571428571
"603",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,613,248,2014,63.3,58.5,1020.5,9.9,4.4,999.9,75.9,53.1,0,0,0,0.375
"604",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,614,249,2014,65.9,63.2,1015.5,9.2,6.7,999.9,73,53.1,0.02,0,0,0.495535714285714
"605",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,615,250,2014,61.1,47.4,1014.7,10,5,15,72,48,0,0,0,0.683035714285714
"606",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,616,251,2014,69.4,60.8,1020.5,9.9,5.2,999.9,82,59,0,0,0,0.854910714285714
"607",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,617,252,2014,57,47.3,1027.2,10,7.7,999.9,68,44.1,0,0,0,0.558035714285714
"608",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,618,253,2014,64.4,60.3,1014.8,9.7,6.4,999.9,73,54,0,0,0,0.613839285714286
"609",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,619,254,2014,61.9,54.4,1015.5,9.8,4.6,999.9,70,51.1,0,0,0,0.700892857142857
"610",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,620,255,2014,66.1,63.2,1015.7,8.1,8.1,17.1,71.6,62.1,0,0,0,0.381696428571429
"611",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,621,256,2014,70.3,67.2,1021.3,8.7,7.5,999.9,78.1,59,0.01,0,1,0.676339285714286
"612",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,622,257,2014,74,65.1,1012.3,8.1,9.7,22,82,66.9,0,0,1,0.526785714285714
"613",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,623,258,2014,72,69.9,1014.3,6.9,10.7,18.1,77,64.9,0.01,0,1,0.466517857142857
"614",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,624,259,2014,58.9,51.3,1033.3,10,6.7,21,68,48.9,0,0,0,0.495535714285714
"615",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,625,260,2014,59.9,53.2,1022.2,9.6,7.6,21,70,52,0,0,0,0.477678571428571
"616",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,626,261,2014,59.7,55.3,1031,8.6,8.9,21,68,48.9,0,0,0,0.328125
"617",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,627,262,2014,64.6,56.5,1025,10,10.9,22.9,73,55.9,0,0,0,0.553571428571429
"618",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,628,263,2014,59,42.3,1022.8,10,9.3,22.9,72,53.1,0.01,0,0,0.553571428571429
"619",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,629,264,2014,63.6,55.3,1025.3,10,7.8,21,75,55.9,0.01,0,0,0.566964285714286
"620",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,630,265,2014,66.2,61.2,1019.1,10,11.3,22,73,60.1,0,0,0,0.611607142857143
"621",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,631,266,2014,62.2,54.3,1020.7,10,9.6,24.1,68,52,0.04,0,0,0.410714285714286
"622",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,632,267,2014,63.3,61.3,1014.7,6.7,7,999.9,72,62.1,0.02,0,0,0.546875
"623",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,633,268,2014,67.1,58.8,1016.6,9.7,11.4,22,73,54,0,0,0,0.861607142857143
"624",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,634,269,2014,57.2,42.7,1024.1,10,12.5,26,72,46,0,0,0,0.678571428571429
"625",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,635,270,2014,71.5,69.2,1015.6,6.8,9.3,25.1,77,66,0.14,0,0,0.107142857142857
"626",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,636,271,2014,70.1,62.9,1015.8,9,11,24.1,77,62.1,0,0,0,0.296875
"627",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,637,272,2014,63.1,59.1,1020.5,7.9,15.8,27,69.1,57.9,1.99,0,0,0.667410714285714
"628",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,638,273,2014,67.9,61.5,1007,8.2,12.3,27,72,61,0.11,0,1,0.709821428571429
"629",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,639,274,2014,50.9,43.2,1027.7,10,4.2,999.9,62.1,39,0,0,0,0.238839285714286
"630",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,640,275,2014,54.3,48,1017.5,9.9,6.1,999.9,64.9,39.9,0,0,0,0.506696428571429
"631",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,641,276,2014,63.2,58.4,1025.4,10,8.2,999.9,66.9,59,0,0,0,0.787946428571429
"632",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,642,277,2014,59.4,57.3,1007.1,6.8,5.7,22,64,57,0.02,0,1,0.417410714285714
"633",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,643,278,2014,64.9,62.1,1021,9.9,9.5,999.9,70,61,0.01,0,0,0.515625
"634",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,644,279,2014,62.7,58.8,1003.7,9,7.5,999.9,68,59,0.02,0,0,0.334821428571429
"635",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,645,280,2014,55.7,42.6,1018.6,10,6.9,999.9,64,45,0,0,0,0.658482142857143
"636",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,646,281,2014,63,57,1021.1,10,11.5,19,69.1,45,0,0,0,0.616071428571429
"637",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,647,282,2014,61.9,59,1013.1,8,9.8,999.9,66,57.9,0,0,0,0.473214285714286
"638",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,648,283,2014,53.3,43.7,1022.4,10,9.2,21,59,44.1,0.78,0,0,0.287946428571429
"639",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,649,284,2014,51.3,43.6,1014.8,10,7.9,21,61,42.1,0,0,0,0.723214285714286
"640",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,650,285,2014,62.4,60.6,1014.5,7.1,13.2,20,63,60.8,0.24,0,0,0.479910714285714
"641",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,651,286,2014,56.1,45,1012.9,9.4,8.9,22.9,66,51.1,0,0,0,0.629464285714286
"642",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,652,287,2014,59,44,1017.8,10,8.9,17.1,66,48.9,0,0,0,0.439732142857143
"643",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,653,288,2014,57.7,52.3,1015.5,9.3,10.5,21,60.8,53.1,0,0,0,0.587053571428571
"644",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,654,289,2014,63.2,59.7,1006.5,7.9,9.7,19,70,60.1,1.04,0,0,0.678571428571429
"645",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,655,290,2014,52.9,48.1,1019,8.1,8.1,20,62.1,50,0.15,0,0,0.450892857142857
"646",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,656,291,2014,59.6,50.4,1006.5,9.6,11,25.1,64.9,51.1,0.08,0,0,0.359375
"647",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,657,292,2014,65,63.4,1013.5,6.6,12,27,68,62.6,0.05,0,0,0.575892857142857
"648",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,658,293,2014,54.1,40.5,1010,10,12,24.1,61,48.9,0,0,0,0.665178571428571
"649",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,659,294,2014,49,32.4,1016.2,10,11.8,27,59,41,0,0,0,0.551339285714286
"650",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,660,295,2014,57.6,45.4,999.7,10,13.1,28.9,62.1,45,0.04,0,0,0.381696428571429
"651",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,661,296,2014,58.5,54,1016.5,9.2,13.1,24.1,61,57,0.01,0,0,0.837053571428571
"652",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,662,297,2014,59.5,57,1000.4,8.7,10.7,25.1,64,51.1,0.1,0,0,0.658482142857143
"653",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,663,298,2014,54.7,45.9,1006,10,10.7,22.9,62.1,45,0,0,0,0.381696428571429
"654",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,664,299,2014,56,45.2,1005.8,10,10.7,24.1,68,51.1,0.01,0,0,0.310267857142857
"655",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,665,300,2014,57,55.4,1010.3,6.1,12.8,28.9,60.8,51.8,0.23,0,0,0.8125
"656",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,666,301,2014,60.8,45.9,1013.8,9.7,12.6,26,70,48.9,0.39,0,0,0.345982142857143
"657",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,667,302,2014,54.3,51.1,1003.1,7.6,15.7,29.9,64,51.1,0.16,0,0,0.725446428571429
"658",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,668,303,2014,59.9,56.3,1016.6,9.4,17.6,28.9,61,57.2,1.08,0,0,0.477678571428571
"659",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,669,304,2014,65.2,60.4,1012.5,9.4,12.3,44.1,70,60.1,0.07,0,1,0.658482142857143
"660",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,670,305,2014,48.2,42.2,1019.2,9.6,4,999.9,59,39,0,0,0,0.482142857142857
"661",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,671,306,2014,56.5,53.5,1012.9,6,5.2,999.9,68,45,0,0,1,0.450892857142857
"662",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,672,307,2014,51,47.2,1020.7,9.5,8.2,999.9,59,39,0,0,1,0.332589285714286
"663",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,673,308,2014,30.9,16.8,1025.3,10,6.6,999.9,39,25,0,0,0,0.111607142857143
"664",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,674,309,2014,46.1,38.6,1024,9.9,9.8,999.9,55.9,24.1,0,0,0,0.0736607142857143
"665",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,675,310,2014,52.7,37.7,1019.4,10,6.9,22,61,37.9,0,0,0,0.433035714285714
"666",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,676,311,2014,57.7,52.4,1018.3,9.3,11.1,999.9,62.1,54,0,0,0,0.46875
"667",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,677,312,2014,53.6,48.7,1015.8,9.4,5.6,21,63,50,0.02,0,0,0.6875
"668",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,678,313,2014,38.1,26,1027.1,10,5.6,22,50,23,0,0,0,0.189732142857143
"669",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,679,314,2014,37,20.6,1021.7,10,10.7,21,48,32,0.05,0,0,0.412946428571429
"670",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,680,315,2014,53.2,42.7,1014,10,9.1,24.1,59,37,0,0,0,0.167410714285714
"671",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,681,316,2014,43.7,34.9,1012.3,9.7,11.1,25.1,53.1,39.9,0.22,0,0,0.691964285714286
"672",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,682,317,2014,33.6,14.6,1018.3,10,14.4,25.1,39,30,0.02,0,0,0.645089285714286
"673",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,683,318,2014,56.7,53.5,1014,3.6,11.2,26,61,50,0.26,0,1,0.569196428571429
"674",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,684,319,2014,43.9,29.7,1012,10,13.9,32.1,55,37,0.03,0,0,0.444196428571429
"675",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,685,320,2014,52.5,46.7,999,7.9,11.7,29.9,59,46,0.85,0,0,0.662946428571429
"676",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,686,321,2014,36.8,15.4,1017.4,10,15.8,35.9,53.1,32,0,0,0,0.743303571428571
"677",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,687,322,2014,37,30.9,1015.6,9.3,12.6,29.9,46,34,0.05,0,0,0.223214285714286
"678",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,688,323,2014,45.7,32.6,1014,9.8,16.1,31.1,53.1,28.9,0.03,0,0,0.649553571428571
"679",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,689,324,2014,52.1,48.9,1014.6,6.5,9.5,35,61,45,0.09,0,0,0.71875
"680",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,690,325,2014,44.6,20.6,1012.6,10,18.9,35.9,52,37,0.66,0,0,0.627232142857143
"681",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,691,326,2014,48.9,39.6,1004.5,7.8,17.1,38.1,63,34,2.91,0,0,0.821428571428571
"682",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,692,327,2014,52.6,41.5,1021.4,8.9,18.3,35,57.9,48,0,0,0,0.180803571428571
"683",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,693,328,2014,54.8,52.5,1014.5,4.5,15.5,34,61,46.9,0,0,0,0.84375
"684",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,694,329,2014,41.8,36.7,1008,8.6,13.8,39,48.2,37.4,1.86,0,0,0.0758928571428571
"685",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,695,330,2014,37.1,19.7,1028.3,10,15.9,34,48,28,0,0,0,0.375
"686",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,696,331,2014,53,46.9,1009,8.8,18.8,41,57.9,42.1,0.08,0,0,0.696428571428571
"687",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,697,332,2014,48,41.1,1018,6.7,11.9,46,59,44.1,0.01,0,0,0.888392857142857
"688",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,698,333,2014,43.5,38.4,1001.3,6.3,32.8,55,55,37,1.15,0,0,0.419642857142857
"689",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,699,334,2014,49.8,41.1,1015.5,8.6,8.4,999.9,68,45,0,0,1,0.785714285714286
"690",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,700,335,2014,44,37,1019.7,9.6,4.2,999.9,48,33.1,0,0,0,0.671875
"691",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,701,336,2014,41.4,34,1024.2,9.8,7.1,999.9,46,36,0.06,0,0,0.145089285714286
"692",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,702,337,2014,43.7,36.4,1021.8,10,7.4,999.9,51.1,37.9,0,0,0,0.138392857142857
"693",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,703,338,2014,37.8,31.6,1014.5,9.9,5.8,999.9,44.6,32,0,0,0,0.839285714285714
"694",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,704,339,2014,38.2,30.8,1020.7,10,8.3,15.9,43,34,0,0,0,0.359375
"695",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,705,340,2014,41.2,27.8,1017.9,9.9,8.4,18.1,51.1,36,0.01,0,0,0.149553571428571
"696",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,706,341,2014,26.9,8.3,1025.3,9.9,7.5,999.9,37,21.9,0,0,0,0.261160714285714
"697",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,707,342,2014,36.9,27.7,1009.8,9.9,9.8,20,39.9,33.1,0,0,0,0.558035714285714
"698",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,708,343,2014,39.3,27.7,1034.8,9.8,9.3,22.9,46,32,0,0,0,0.734375
"699",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,709,344,2014,53.2,49,1019.8,7.4,9.8,999.9,57,39.9,0,0,0,0.669642857142857
"700",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,710,345,2014,37,27.8,1010.7,10,8.2,19,42.1,33.1,0.04,0,0,0.765625
"701",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,711,346,2014,48.6,45.7,1009.7,8,8.8,22.9,52,41,0.1,0,1,0.470982142857143
"702",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,712,347,2014,42.9,37.4,1026.3,9.7,7.5,20,48.9,37,0,0,0,0.495535714285714
"703",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,713,348,2014,47.4,44.2,1022,6.6,11.1,22,51.1,37,0.03,0,0,0.866071428571429
"704",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,714,349,2014,44.8,33.5,1018.9,10,10.4,21,57.9,39,0.2,0,0,0.227678571428571
"705",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,715,350,2014,32.1,15.4,1024.3,10,11.9,25.1,44.1,27,0,0,0,0.279017857142857
"706",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,716,351,2014,47,43.2,1014,9.5,10.7,22,51.1,37.9,0.01,0,0,0.0111607142857143
"707",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717,352,2014,39,30.1,1008.6,10,10.9,999.9,42.8,36,0,0,0,0.212053571428571
"708",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,718,353,2014,37.3,26.2,1012.9,10,9.6,999.9,46,34,0,0,0,0.6875
"709",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,719,354,2014,47.9,44.8,999.6,8.4,8.6,999.9,57,44.1,2.11,0,0,0.680803571428571
"710",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,720,355,2014,50.7,49.2,1015.7,2.1,10.2,24.1,55.9,45,0.55,0,1,0.390625
"711",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,721,356,2014,48.9,45.2,1026.7,6.8,9.8,25.1,54,32,0.13,0,0,0.633928571428571
"712",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,722,357,2014,42.5,32.4,1033.2,9.9,14.9,27,57,39,0.09,0,0,0.595982142857143
"713",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,723,358,2014,42.4,32.2,1008,10,14.1,28.9,52,39,0,0,0,0.618303571428571
"714",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,724,359,2014,51.2,48.4,1022.8,6.1,14.5,26,55,39,0.22,0,0,0.502232142857143
"715",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,726,361,2014,43.1,28,1025.4,9.9,11.5,31.1,55,37,0.01,0,0,0.584821428571429
"716",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,727,362,2014,40.8,33.7,1003,9.5,19.3,33,48.9,37.9,0.05,0,0,0.725446428571429
"717",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,728,363,2014,48.7,45.1,1019.3,5.8,19.6,41,57,32,0.03,0,0,0.671875
"718",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,729,364,2014,35.4,24.7,1035.8,10,19.6,39,45,32,0.67,0,0,0.524553571428571
"719",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,730,365,2014,41.9,34,1027,8,25,46,54,35.1,1.96,0,0,0.332589285714286
"720",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,731,1,2015,35.5,30.5,1021,8.4,8.4,999.9,39,25,0.13,0,0,0.341513292433538
"721",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,732,2,2015,32.3,17.7,1018.1,10,7.9,999.9,39,25,0,0,0,0.314928425357873
"722",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,733,3,2015,29.2,20.9,1022.9,10,8.5,20,36,19,0,0,0,0.3640081799591
"723",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,734,4,2015,32.1,24,1031.2,8,9.6,22.9,37,26.1,0.15,0,0,0.337423312883436
"724",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,735,5,2015,27.1,12.1,1035.5,10,8.8,17.1,37,19.9,0,0,0,0
"725",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,736,6,2015,40.9,35.6,1028.3,7.7,6.3,29.9,52,21,0,0,1,0.488752556237219
"726",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,737,7,2015,35.1,31.1,1012.2,8.4,8.1,999.9,41,23,0,0,0,0.574642126789366
"727",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,738,8,2015,31.6,20.4,1022.8,10,10.4,999.9,39,27,0.09,0,0,0.525562372188139
"728",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,739,9,2015,26.9,10,1025,10,10.2,22,30,21.9,0,0,0,0.286298568507157
"729",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,740,10,2015,35.8,33.6,1015.5,2.8,14.1,24.1,37.9,28,0.03,0,0,0.423312883435583
"730",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,741,11,2015,34.5,19.8,1033.9,9.5,11.1,26,45,30,0,0,0,0.235173824130879
"731",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,742,12,2015,40.4,21.5,1018.3,10,13.1,31.1,45,28,0,0,0,0.206543967280164
"732",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,743,13,2015,35.7,23.4,1009.5,10,13.1,26,44.1,33.1,0.03,0,0,0.325153374233129
"733",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,744,14,2015,20.2,1.9,1023.6,10,13.3,31.1,39.9,15.1,0,0,0,0.314928425357873
"734",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,745,15,2015,20.8,5.2,1025.2,8.8,10.3,31.1,28,19,0,0,0,0.89161554192229
"735",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,746,16,2015,13.1,-2.4,1022.7,9.9,14.8,29.9,27,6.1,0,0,0,0.474437627811861
"736",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,747,17,2015,36.5,26.7,1000.4,9.4,16,32.1,45,33.1,0.9,0,0,0.132924335378323
"737",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,748,18,2015,32.6,25.6,1028.5,8.4,16.3,28.9,52,26.1,0.82,0,0,0.556237218813906
